priority,review_status,university_id,university_name,country_id,city,current_university_type,official_website,source_url,last_verified_at,freshness_status,verified_university_type,verification_source,review_notes
2,TYPE_ONLY,uni_tl_004,Universidade Oriental Timor Lorosa'e,country_tl,Dili,,https://unital.edu.tl/,https://unital.edu.tl/,2026-08-19 07:00:42.182000,current,,,
2,TYPE_ONLY,uni_tl_005,Universidade de Dili,country_tl,Dili,,https://undil.tl/,https://undil.tl/,2026-08-19 07:00:42.182000,current,,,
2,TYPE_ONLY,uni_tl_006,Universidade Catolica Timorense,country_tl,Dili,,https://uct.edu.tl/,https://uct.edu.tl/,2026-08-19 07:00:42.182000,current,,,
2,TYPE_ONLY,uni_tw_006,National Chengchi University,country_tw,Taipei,,https://www.nccu.edu.tw/index.php?Lang=en,https://www.nccu.edu.tw/p/426-1000-80.php?Lang=en,2026-08-19 05:50:04.221000,current,,,
2,TYPE_ONLY,uni_tw_007,National Central University,country_tw,Taoyuan,,https://www.ncu.edu.tw/?Lang=en,https://cis.ncu.edu.tw/admissions/,2026-08-19 05:50:04.221000,current,,,
2,TYPE_ONLY,uni_tw_008,National Chung Hsing University,country_tw,Taichung,,https://www.nchu.edu.tw/en-index,https://www.nchu.edu.tw/en-index,2026-08-19 05:50:04.221000,current,,,
2,TYPE_ONLY,uni_tw_009,National Taiwan Normal University,country_tw,Taipei,,https://en.ntnu.edu.tw/,https://en.ntnu.edu.tw/admissions.php,2026-08-19 05:50:04.221000,current,,,
2,TYPE_ONLY,uni_tw_010,National Taipei University of Technology,country_tw,Taipei,,https://www-en.ntut.edu.tw/,https://oia.ntut.edu.tw/p/412-1032-13828.php?Lang=en,2026-08-19 05:50:04.221000,current,,,
2,TYPE_ONLY,uni_tw_011,Tamkang University,country_tw,New Taipei City,,https://english.tku.edu.tw/,https://english.tku.edu.tw/studyintku.asp,2026-08-19 05:50:04.221000,current,,,
2,TYPE_ONLY,uni_vn_001,"Vietnam National University, Hanoi",country_vn,Hanoi,,https://en.vnu.edu.vn/,https://en.vnu.edu.vn/a-brief-introduction-post36705.html,2026-08-18 04:08:16.264000,current,,,
2,TYPE_ONLY,uni_vn_002,Vietnam National University Ho Chi Minh City,country_vn,Ho Chi Minh City,,https://vnuhcm.edu.vn/en/,https://vnuhcm.edu.vn/en/,2026-08-18 04:08:16.264000,current,,,
2,TYPE_ONLY,uni_vn_003,Hanoi University of Science and Technology,country_vn,Hanoi,,https://hust.edu.vn/,https://ts.hust.edu.vn/en/tin-tuc/ve-dai-hoc-bach-khoa-ha-noi,2026-08-18 04:08:16.264000,current,,,
2,TYPE_ONLY,uni_vn_004,Ton Duc Thang University,country_vn,Ho Chi Minh City,,https://tdtu.edu.vn/en,https://tdtu.edu.vn/en,2026-08-18 04:08:16.264000,current,,,
2,TYPE_ONLY,uni_vn_005,University of Economics Ho Chi Minh City,country_vn,Ho Chi Minh City,,https://ueh.edu.vn/en/,https://ueh.edu.vn/en/about-us/overview/history/,2026-08-18 04:08:16.264000,current,,,
2,TYPE_ONLY,uni_vn_006,Can Tho University,country_vn,Can Tho,,https://en.ctu.edu.vn/,https://en.ctu.edu.vn/,2026-08-19 06:38:35.389000,current,,,
2,TYPE_ONLY,uni_vn_007,The University of Danang,country_vn,Da Nang,,https://www.udn.vn/english,https://www.udn.vn/english,2026-08-19 06:38:35.389000,current,,,
2,TYPE_ONLY,uni_vn_008,Foreign Trade University,country_vn,Hanoi,,https://ftu.edu.vn/,https://ftu.edu.vn/,2026-08-19 06:38:35.389000,current,,,
2,TYPE_ONLY,uni_vn_009,Duy Tan University,country_vn,Da Nang,,https://duytan.edu.vn/,https://duytan.edu.vn/,2026-08-19 06:38:35.389000,current,,,
2,TYPE_ONLY,uni_vn_010,National Economics University,country_vn,Hanoi,,https://en.neu.edu.vn/,https://en.neu.edu.vn/,2026-08-19 06:38:35.389000,current,,,
